caption,name,vendor,
Axxx Control & Imaging Interfaces,Axxx Control & Imaging Interfaces,FLIR Systems,
Tag Upload Download Tool,Tag Upload Download Tool,Rockwell Automation,
Theft Recovery for HP ProtectTools,Theft Recovery for HP ProtectTools,Hewlett-Packard Company,
eDrawings 2017 x64,eDrawings 2017 x64,Dassault Systèmes SolidWorks Corp,
Colasoft Ping Tool 1.2,Colasoft Ping Tool 1.2,Colasoft LLC.,
PrimoPDF -- brought to you by Nitro PDF Software,PrimoPDF -- brought to you by Nitro PDF Software,Nitro PDF Software,
HMDuap,HMDuap,KELK (Vishay Precision Group Canada ULC),
ibaDongleViewer v2.2.0,ibaDongleViewer v2.2.0,iba AG,
AnyBus IPconfig v1.1,AnyBus IPconfig v1.1,HMS Industrial Networks AB,
PowerMonitor 500™ Configuration Software 1.0.0.11,PowerMonitor 500™ Configuration Software 1.0.0.11,"Rockwell Automation, Inc.",
C-more Programming Software Ver6.40,C-more Programming Software Ver6.40,AutomationDirect.com,
SAPIEN PowerShell Studio 2020,SAPIEN PowerShell Studio 2020,"SAPIEN Technologies, Inc.",
Total Commander 64+32-bit (Remove or Repair),Total Commander 64+32-bit (Remove or Repair),Ghisler Software GmbH,
MobaXterm,MobaXterm,Mobatek,
NI Video Driver RT 14.0.0,NI Video Driver RT 14.0.0,National Instruments,
NI-MDBG 3.1.0f0 for Phar Lap ETS,NI-MDBG 3.1.0f0 for Phar Lap ETS,National Instruments,
NI Vision 2014 .NET,NI Vision 2014 .NET,National Instruments,
NI-IMAQdx 14.0,NI-IMAQdx 14.0,National Instruments,
NI-IMAQdx Expert 1.0.1,NI-IMAQdx Expert 1.0.1,National Instruments,
NI Vision Acquisition Class Co-Installer 1.0.0 32-bit,NI Vision Acquisition Class Co-Installer 1.0.0 32-bit,National Instruments,
NI PXI Platform Services 14.0 for LabVIEW Real-Time,NI PXI Platform Services 14.0 for LabVIEW Real-Time,National Instruments,
NI-IMAQ I/O 14.0,NI-IMAQ I/O 14.0,National Instruments,
NI LabVIEW Run-Time Engine 2014,NI LabVIEW Run-Time Engine 2014,National Instruments,
NI GigE Vision 32-bit Driver Support,NI GigE Vision 32-bit Driver Support,National Instruments,
NI LabVIEW 2014 Real-Time Support for Desktop,NI LabVIEW 2014 Real-Time Support for Desktop,National Instruments,
NI LabVIEW 2012 SP1 FPGA Support for Host Communication,NI LabVIEW 2012 SP1 FPGA Support for Host Communication,National Instruments,
NI LabVIEW 2013 SP1 FPGA Support for Host Analysis,NI LabVIEW 2013 SP1 FPGA Support for Host Analysis,National Instruments,
NI Web Interface Framework 2014 for Real-Time,NI Web Interface Framework 2014 for Real-Time,National Instruments,
NI FlexRIO Chinch 14.0 for LabVIEW Real-Time,NI FlexRIO Chinch 14.0 for LabVIEW Real-Time,National Instruments,
NI LabVIEW 2013 SP1 FPGA Elemental IO Common,NI LabVIEW 2013 SP1 FPGA Elemental IO Common,National Instruments,
NI-IMAQdx Real-Time 14.0.0,NI-IMAQdx Real-Time 14.0.0,National Instruments,
NI-VISA 14.0.0 for LabVIEW Real-Time,NI-VISA 14.0.0 for LabVIEW Real-Time,National Instruments,
NI-RIO Chinch 14.0 for LabVIEW Real-Time,NI-RIO Chinch 14.0 for LabVIEW Real-Time,National Instruments,
NI Sound and Vibration Assistant Application,NI Sound and Vibration Assistant Application,National Instruments,
NI Sound and Vibration Toolkit 2013,NI Sound and Vibration Toolkit 2013,National Instruments,
NI-RIO Mite 13.0,NI-RIO Mite 13.0,National Instruments,
CVI Runtime Engine,CVI Runtime Engine,NI,
LJ-Navigator 2,LJ-Navigator 2,KEYENCE,
Panasonic-ID SUNX Laser LMPD USB Driver 32-bit (x86),Panasonic-ID SUNX Laser LMPD USB Driver 32-bit (x86),"Panasonic Industrial Devices SUNX Co., Ltd.",
NI LabVIEW 2018 Real-Time FTP Server,NI LabVIEW 2018 Real-Time FTP Server,National Instruments,
NI LabVIEW 2019 SP1 (64-bit) VI Library,NI LabVIEW 2019 SP1 (64-bit) VI Library,National Instruments,
NI LabVIEW 2019 SP1 (64-bit) Example,NI LabVIEW 2019 SP1 (64-bit) Example,National Instruments,
NI LabVIEW运行引擎2019 SP1 f1（64位）,NI LabVIEW运行引擎2019 SP1 f1（64位）,National Instruments,
NI LabVIEW运行引擎 2019 SP1 f1,NI LabVIEW运行引擎 2019 SP1 f1,National Instruments,
NI Web应用程序服务器 2019,NI Web应用程序服务器 2019,National Instruments,
NI DataFinder Connectivity Runtime (64-bit),NI DataFinder Connectivity Runtime (64-bit),National Instruments,
NI USI AOP5 DataPlugin 18.5.0,NI USI AOP5 DataPlugin 18.5.0,National Instruments,
NI Logos LabVIEW 2019 Support,NI Logos LabVIEW 2019 Support,National Instruments,
NI LabVIEW 2019 Simulation,NI LabVIEW 2019 Simulation,National Instruments,
NI LabVIEW 2019 SP1 (64-bit) Executable,NI LabVIEW 2019 SP1 (64-bit) Executable,National Instruments,
VI Package Manager 2016,VI Package Manager 2016,National Instruments,
Catalyst Control Center Localization Finnish,Catalyst Control Center Localization Finnish,ATI,
Simatic WinCC flexible 2008 SP2  ,Simatic WinCC flexible 2008 SP2  ,SIEMENS AG,
LamaGroupBox,LamaGroupBox,Lama,
LamaComm,LamaComm,Lama,
Catalyst Control Center Localization Japanese,Catalyst Control Center Localization Japanese,ATI,
SIMATIC HMI License Manager Panel Plugin,SIMATIC HMI License Manager Panel Plugin,Siemens AG,
Zoho Assist Unattended Agent,Zoho Assist Unattended Agent,ZOHO Corp,
NI System Web Server Base 1.0 (64-bit),NI System Web Server Base 1.0 (64-bit),National Instruments,
NI-APAL 2.0 64-Bit Error Files,NI-APAL 2.0 64-Bit Error Files,National Instruments,
NI-VISA .. Provider 64-bit Support,NI-VISA .. Provider 64-bit Support,National Instruments,
NI Curl 1.0 (64-bit),NI Curl 1.0 (64-bit),National Instruments,
Freedom EVOware 2.7 SP2,Freedom EVOware 2.7 SP2,"TECAN AG, Switzerland",
Dell KACE Agent,Dell KACE Agent,Dell Inc.,
Code Visual to Flowchart 3.5,Code Visual to Flowchart 3.5,Fatesoft.com,
GPL Ghostscript 8.71,GPL Ghostscript 8.71,,
CAMtastic 2000 Designers Edition,CAMtastic 2000 Designers Edition,,
BOOTP/DHCP Server 2.3.2 Standalone,BOOTP/DHCP Server 2.3.2 Standalone,,
Gigaware USB to Serial Cable Driver Installer,Gigaware USB to Serial Cable Driver Installer,Gigaware Corp.,
CutePDF Writer 3.0,CutePDF Writer 3.0,Acro Software Inc.,
,,ZEON,
,,"ScanSoft, Inc.",
Océ Remote Logic,Océ Remote Logic,,
NetOp Guest,NetOp Guest,,
NetOp Host,NetOp Host,,
ADI Driver,ADI Driver,B&R Industrial Automation GmbH,
System Monitor Agent Install Manager 1.3,System Monitor Agent Install Manager 1.3,"AVEVA Software, LLC",
SNP PLOT,SNP PLOT,Keysight Technologies,
AgilentSAn IVI Driver 1.2.20.0,AgilentSAn IVI Driver 1.2.20.0,Agilent Technologies,
HP Client Automation Application Usage Manager Agent 7.80,HP Client Automation Application Usage Manager Agent 7.80,Hewlett-Packard,
Win2PDF 2.80.3,Win2PDF 2.80.3,"Dane Prairie Systems, LLC.",
Pulse Application Launcher,Pulse Application Launcher,"Pulse Secure, LLC",
FLM_6683,FLM_6683,NCR,
USBPassbookPrinter,USBPassbookPrinter,NCR APTRA,
FLM_2004,FLM_2004,NCR,
USBCardDispenser,USBCardDispenser,NCR APTRA,
FLM_6623,FLM_6623,NCR,
iABS7-Client,iABS7-Client,Fido-Biznes,
UltraISO Premium V9.76,UltraISO Premium V9.76,"EZB Systems, Inc.",
Graylog Sidecar,Graylog Sidecar,"Graylog, Inc.",
HondaDirectorSetup,HondaDirectorSetup,"Avante Solutions, Inc.",
BP2K,BP2K,BreakPoint,
Weather View 32,Weather View 32,,
F62DataCapture 1.0.0.0,F62DataCapture 1.0.0.0,Firestone Fibers & Textiles Company,
Vulkan Run Time Libraries 1.0.3.1,Vulkan Run Time Libraries 1.0.3.1,"LunarG, Inc.",
Elo Expansion Hub Cash Drawer Driver 64-bit,Elo Expansion Hub Cash Drawer Driver 64-bit,Elo Touch Solutions,
HyperTerminal Private Edition v7.0,HyperTerminal Private Edition v7.0,,
Waters MassLynx V4.1 SCN843,Waters MassLynx V4.1 SCN843,Waters,
Thinkpad USB Ethernet Adapter Driver,Thinkpad USB Ethernet Adapter Driver,Lenovo,
GX IEC Developer 7.04,GX IEC Developer 7.04,Mitsubishi Electric Europe b.v.,
iX Developer 2.40 SP6,iX Developer 2.40 SP6,Beijer Electronics AB,
E-Designer 7,E-Designer 7,,
Cura 14.09,Cura 14.09,,
MPLAB Tools v8.89,MPLAB Tools v8.89,Microchip Technology Inc.,
AutoCAD Mechanical,AutoCAD Mechanical,Autodesk,
Autodesk Inventor Electrical Catalog Browser 2023 Language Pack - English,Autodesk Inventor Electrical Catalog Browser 2023 Language Pack - English,Autodesk,
Autodesk AutoCAD Mechanical 2023 - English,Autodesk AutoCAD Mechanical 2023 - English,"Autodesk, Inc.",
Autodesk Factory Design Utilities 2023 - English,Autodesk Factory Design Utilities 2023 - English,"Autodesk, Inc.",
3Dconnexion Extension for SketchUp,3Dconnexion Extension for SketchUp,3Dconnexion,
Autodesk Inventor Content Center Libraries 2023 (Desktop Content),Autodesk Inventor Content Center Libraries 2023 (Desktop Content),"Autodesk,Inc.",
Autodesk Vault 2023 (Client),Autodesk Vault 2023 (Client),Autodesk,
3Dconnexion Plugin for Unreal Editor,3Dconnexion Plugin for Unreal Editor,3Dconnexion,
InTouch,InTouch,"FARO Technologies, Inc.",
SIMATIC IT MM CLIENT V6.3 + SP2 + HF1  ,SIMATIC IT MM CLIENT V6.3 + SP2 + HF1  ,Siemens AG,
TippingPoint SMS Client 5.5.0.204732.1,TippingPoint SMS Client 5.5.0.204732.1,Trend Micro Incorporated,
CodisysServicesFTP_Installer,CodisysServicesFTP_Installer,Codisys,
VerifoneUnifiedDriverInstaller64 Build 4,VerifoneUnifiedDriverInstaller64 Build 4,VeriFone,
Diagnostic Management for SIMATIC IPC - DiagBase  V02.1 + SP5,Diagnostic Management for SIMATIC IPC - DiagBase  V02.1 + SP5,Siemens AG,
XFS CRD Service Provider,XFS CRD Service Provider,NCR Corporation,
USBBiometricFingerPrintReader,USBBiometricFingerPrintReader,NCR APTRA,
EloMultiTouch 6.9.6.1 ,EloMultiTouch 6.9.6.1 ,"Elo Touch Solutions, Inc.",
Sentinel Agent,Sentinel Agent,"Sentinel Labs, Inc.",
Nmap 7.93,Nmap 7.93,Nmap Project,
ｉネッ時計　～インターネット時刻補正～,ｉネッ時計　～インターネット時刻補正～,,
User Experience Improvement Program Service,User Experience Improvement Program Service,Acer Incorporated,
MongoDB 4.0.8 2008R2Plus SSL (64 bit),MongoDB 4.0.8 2008R2Plus SSL (64 bit),MongoDB Inc.,
Care Center Service,Care Center Service,Acer Incorporated,
Common Components3,Common Components3,MITSUBISHI ELECTRIC CORPORATION,
LogicBuilder,LogicBuilder,Schneider Electric,
OptimizedRepository,OptimizedRepository,Schneider Electric,
Gateway,Gateway,Schneider Electric,
ControllerAssistant,ControllerAssistant,Schneider Electric,
1609 UPS Management Software,1609 UPS Management Software,Rockwell Automation,
EverythingElse_x86,EverythingElse_x86,Schneider Electric,
Regression.XYReport_x86,Regression.XYReport_x86,Schneider Electric,
GeneratorPower_x86,GeneratorPower_x86,Schneider Electric,
DiagnosticsToolProductConfigurations_x86,DiagnosticsToolProductConfigurations_x86,Schneider Electric,
PME.CustomBranding_x86,PME.CustomBranding_x86,Schneider Electric,
AppModsCoreServices_x86,AppModsCoreServices_x86,Schneider Electric,
CustomerExperienceProgram_x86,CustomerExperienceProgram_x86,Schneider Electric,
PowerQuality.Gadgets_x86,PowerQuality.Gadgets_x86,Schneider Electric,
PmeCloudAgentCU_x86,PmeCloudAgentCU_x86,Schneider Electric,
SoftwareAlarms.Web_x86,SoftwareAlarms.Web_x86,Schneider Electric,
Translations_zh-CHS_x86,Translations_zh-CHS_x86,Schneider Electric,
Core-DeviceDrivers_x86,Core-DeviceDrivers_x86,Schneider Electric,
Help_WebApps_pt-BR_x86,Help_WebApps_pt-BR_x86,.,
SettingsProcessor_x86,SettingsProcessor_x86,Schneider Electric,
ThirdPartyDependencies.Licenses_x86,ThirdPartyDependencies.Licenses_x86,Schneider Electric,
DataCenter.BranchCircuitHierarchies_x86,DataCenter.BranchCircuitHierarchies_x86,Schneider Electric,
Translations_tr_x86,Translations_tr_x86,Schneider Electric,
Hotfix_CU_AppMods_x86,Hotfix_CU_AppMods_x86,Schneider Electric,
Hotfix_CU_DeviceDriverPackage_x86,Hotfix_CU_DeviceDriverPackage_x86,Schneider Electric,
Translations_en_x86,Translations_en_x86,Schneider Electric,
MagicPoint USB(IR) V2.5.2(for AMD64),MagicPoint USB(IR) V2.5.2(for AMD64),HwayoungSystems,
UBReader(FVR) driver (HOTS API driver),UBReader(FVR) driver (HOTS API driver),Hitachi-Omron Terminal Solutions,
K-Lite Codec Pack 16.3.5 Full,K-Lite Codec Pack 16.3.5 Full,KLCP,
PC Communications Module Subsystem,PC Communications Module Subsystem,NCR,
SecurityPolicies,SecurityPolicies,NCR,
NI-MRU 2.12.0f0,NI-MRU 2.12.0f0,National Instruments,
NI-DAQmx MAX Configuration Support 9.4.0,NI-DAQmx MAX Configuration Support 9.4.0,National Instruments,
NI-DAQmx Switch Core 2.3.0,NI-DAQmx Switch Core 2.3.0,National Instruments,
NI-DAQmx Documentation 9.4.0,NI-DAQmx Documentation 9.4.0,National Instruments,
NI RTSI PAL Device Library Installer 1.1.0,NI RTSI PAL Device Library Installer 1.1.0,National Instruments,
NI-VXI VVGL Provider for MAX 3.8.0,NI-VXI VVGL Provider for MAX 3.8.0,National Instruments,
NI-DAQmx support for LabVIEW 2.2.0,NI-DAQmx support for LabVIEW 2.2.0,National Instruments,
Keysight E7760 Wideband Transceiver,Keysight E7760 Wideband Transceiver,"Keysight Technologies,Inc",
Tera Term 4.83,Tera Term 4.83,,
Keysight Command Expert 2018,Keysight Command Expert 2018,Keysight Technologies,
NI LabVIEW 2016 (64-bit),NI LabVIEW 2016 (64-bit),National Instruments,
NI LabVIEW 2010 Manuals,NI LabVIEW 2010 Manuals,National Instruments,
NI LabVIEW 2014 (64-bit) Scripting Code Generator,NI LabVIEW 2014 (64-bit) Scripting Code Generator,National Instruments,
NI LabVIEW 2010 Web Server 64-Bit,NI LabVIEW 2010 Web Server 64-Bit,National Instruments,
KtMTrig IVI-C Driver 1.7.74,KtMTrig IVI-C Driver 1.7.74,Keysight Technologies,
NI LabVIEW 2016 (64-bit) Scripting Code Generator,NI LabVIEW 2016 (64-bit) Scripting Code Generator,National Instruments,
NI LabVIEW 2016 Web Services Runtime (64-bit),NI LabVIEW 2016 Web Services Runtime (64-bit),National Instruments,
NI LabVIEW 2010 Simulation,NI LabVIEW 2010 Simulation,National Instruments,
NI LabVIEW 2012 (64-bit) Scripting Code Generator,NI LabVIEW 2012 (64-bit) Scripting Code Generator,National Instruments,
NI LabVIEW 2010 (64-bit) Search,NI LabVIEW 2010 (64-bit) Search,National Instruments,
NI LabVIEW 8.5.1 Menus,NI LabVIEW 8.5.1 Menus,National Instruments,
NI-VISA .NET Runtime 15.5.0,NI-VISA .NET Runtime 15.5.0,National Instruments,
NI Security Update (KB5Q5FJ4QW) - LabVIEW Run-Time Engine 2011,NI Security Update (KB5Q5FJ4QW) - LabVIEW Run-Time Engine 2011,National Instruments,
NI LabVIEW 2009 SP1 License,NI LabVIEW 2009 SP1 License,National Instruments,
NI DN 2.0 x64 SP1 installer,NI DN 2.0 x64 SP1 installer,National Instruments,
NI Instrument IO Assistant for LabVIEW 2010 32-bit,NI Instrument IO Assistant for LabVIEW 2010 32-bit,National Instruments,
NI LabVIEW 2009 SP1 Manuals,NI LabVIEW 2009 SP1 Manuals,National Instruments,
AFPL Ghostscript 8.50,AFPL Ghostscript 8.50,,
MySQL 5.0.67 (Installed by ZS Framework),MySQL 5.0.67 (Installed by ZS Framework),,
StatuskreiseV2,StatuskreiseV2,ITW,
39703,39703,Ihr Firmenname,
ZS Celldriver,ZS Celldriver,Zwicker Systems,
YSoft SafeQ client components,YSoft SafeQ client components,"Y Soft Corporation, a.s.",
UltraVNC,UltraVNC,http://vnced.sourceforge.net/,
Affichage de dessins de CAO,Affichage de dessins de CAO,Visio Corporation,
Editeur de propriétés personnalisées,Editeur de propriétés personnalisées,Visio Corporation,
Assistant Rapport de propriétés,Assistant Rapport de propriétés,Visio Corporation,
SMT-Hotline 2 version 2.0,SMT-Hotline 2 version 2.0,"Vincent Girard, Brice Fernandez, Aurélien Erdeven",
Filtres graphiques,Filtres graphiques,Visio Corporation,
HomeMeeting JoinNet 5.12.3.1205,HomeMeeting JoinNet 5.12.3.1205,HomeMeeting Inc,
CANopen Builder 6.06,CANopen Builder 6.06,DELTA,
DisplayLink Graphics,DisplayLink Graphics,DisplayLink Corp.,
Lenovo Auto Scroll Utility,Lenovo Auto Scroll Utility,Lenovo,
NI-VISA 64-bit Headers 19.5.0,NI-VISA 64-bit Headers 19.5.0,National Instruments,
NI-VISA Errors x64 19.5.0,NI-VISA Errors x64 19.5.0,National Instruments,
NI IVI Compliance Package 4.3 (64-bit),NI IVI Compliance Package 4.3 (64-bit),National Instruments,
NI-VISA PXI Passport (64-Bit) 19.5.0 64-Bit,NI-VISA PXI Passport (64-Bit) 19.5.0 64-Bit,National Instruments,
teVirtualMIDI64,teVirtualMIDI64,Tobias Erichsen,
loopMIDIBlockLegacy,loopMIDIBlockLegacy,Tobias Erichsen,
Universal Adb Driver,Universal Adb Driver,ClockworkMod,
Universal Control,Universal Control,PreSonus Audio Electronics,
SmartServo config,SmartServo config,HornerAPG,
MiniTool Partition Wizard Free 12.1,MiniTool Partition Wizard Free 12.1,MiniTool Software Limited,
SIMATIC  STEP 7 V5.6 + SP1 Professional 2017 SR1,SIMATIC  STEP 7 V5.6 + SP1 Professional 2017 SR1,Siemens AG,
wwGenericSQLGrid,wwGenericSQLGrid,Wonderware,
InSight Publisher,InSight Publisher,"AVEVA Software, LLC",
Drive Composer entry Installer,Drive Composer entry Installer,ABB,
aurora 3.0.4,aurora 3.0.4,"aurora, Inc.",
PuTTY release 0.72 (64-bit),PuTTY release 0.72 (64-bit),Simon Tatham,
ASTRAADA HMI CFG Version 2.1.9.50,ASTRAADA HMI CFG Version 2.1.9.50,ASTOR SP. Z O.O.,
Dell Command | Configure,Dell Command | Configure,Dell Inc.,
"
୥","
NI-RPC 3.3.0f0 for Phar Lap ETS""",NI-RPC 3.3.0f0 for Phar Lap ETS,National Instruments
NI DAQ Assistant 1.5.0,NI DAQ Assistant 1.5.0,National Instruments,
NI Timing 1.5.0,NI Timing 1.5.0,<no manufacturer>,
NI-DIM 1.3.0f0,NI-DIM 1.3.0f0,National Instruments,
NI Logos 4.6,NI Logos 4.6,National Instruments,
Headline,Headline,NextiraOne,
Beckhoff TwinCAT 3 x64 Driver Package,Beckhoff TwinCAT 3 x64 Driver Package,Beckhoff Automation,
FactoryTalk Activation Manager 3.60.00 (CPR 9 SR 6),FactoryTalk Activation Manager 3.60.00 (CPR 9 SR 6),"Rockwell Automation, Inc.",
RSLinx Classic 3.60.00 CPR 9 SR 6,RSLinx Classic 3.60.00 CPR 9 SR 6,"Rockwell Automation, Inc.",
SYCON.net for netX,SYCON.net for netX,Hilscher GmbH,
PowerChute Business Edition Console,PowerChute Business Edition Console,Schneider Electric,
Autodesk DWG TrueView 2017 - Français (French),Autodesk DWG TrueView 2017 - Français (French),Autodesk,
NI Controller Driver 17.0 for LabVIEW Real-Time,NI Controller Driver 17.0 for LabVIEW Real-Time,National Instruments,
NI LabVIEW Runtime 2015 SP1 f10,NI LabVIEW Runtime 2015 SP1 f10,National Instruments,
NI-DIM 17.0.0,NI-DIM 17.0.0,National Instruments,
NI-DAQmx Remote Service 17.0 for LabVIEW Real-Time,NI-DAQmx Remote Service 17.0 for LabVIEW Real-Time,National Instruments,
NI LabVIEW 2015 SP1 Deployable License,NI LabVIEW 2015 SP1 Deployable License,National Instruments,
NI-DIM 17.0.0 for LabVIEW Real-Time,NI-DIM 17.0.0 for LabVIEW Real-Time,National Instruments,
NI-Cabled PCIe 17.0,NI-Cabled PCIe 17.0,National Instruments,
NI-Serial Configuration 17.0,NI-Serial Configuration 17.0,National Instruments,
NI System Monitor 17.0,NI System Monitor 17.0,National Instruments,
NI Software Installation Web Service for LabVIEW Real-Time,NI Software Installation Web Service for LabVIEW Real-Time,National Instruments,
NI-RIO MAX Provider 17.0,NI-RIO MAX Provider 17.0,National Instruments,
NI-VISA Meta Package,NI-VISA Meta Package,National Instruments,
NI Avahi 17.0 for LabVIEW Real-Time,NI Avahi 17.0 for LabVIEW Real-Time,National Instruments,
NI USB LAN Device 15.0 System API,NI USB LAN Device 15.0 System API,National Instruments,
NI CompactRIO MAX Provider 17.0,NI CompactRIO MAX Provider 17.0,National Instruments,
AkroDYNE RTC Communications Service,AkroDYNE RTC Communications Service,MICROPOISE,
NI-RIO I/O Control for LabVIEW 2014,NI-RIO I/O Control for LabVIEW 2014,National Instruments,
NI-VISA GPIB Passport 17.0.0,NI-VISA GPIB Passport 17.0.0,National Instruments,
Driver Easy 5.7.1,Driver Easy 5.7.1,Easeware,
NI LabVIEW 2017 SP1 Deployable License,NI LabVIEW 2017 SP1 Deployable License,National Instruments,
NI LabVIEW Run-Time Engine 7.1,NI LabVIEW Run-Time Engine 7.1,National Instruments,
FactoryTalk Services Platform 2.71.00 (CPR 9 SR 7.1),FactoryTalk Services Platform 2.71.00 (CPR 9 SR 7.1),"Rockwell Automation, Inc.",
Appium Server GUI 1.22.0,Appium Server GUI 1.22.0,Appium Developers,
iTunes,iTunes,Apple Inc.,
Epson Event Manager,Epson Event Manager,Seiko Epson Corporation,
Metric Collection SDK,Metric Collection SDK,Lenovo Group Limited,
KnowBe4 RanSim,KnowBe4 RanSim,KnowBe4 Inc,
OpenConnect-GUI,OpenConnect-GUI,OpenConnect-GUI Team,
BatteryCare 0.9.32.0,BatteryCare 0.9.32.0,Filipe Lourenço,
Sublime Text,Sublime Text,Sublime HQ Pty Ltd,
PCI_M114G_X86,PCI_M114G_X86,SYN-TEK,
MCam40 SDK for x86,MCam40 SDK for x86,"CREVIS CO.,LTD.",
AMD_Chipset_Drivers,AMD_Chipset_Drivers,"Advanced Micro Devices, Inc.",
SOLIDWORKS eDrawings 2019 SP0,SOLIDWORKS eDrawings 2019 SP0,Dassault Systèmes SolidWorks Corp,
Umbrella Roaming Client,Umbrella Roaming Client,OpenDNS,
Beckhoff TwinCAT PnP Driver Package,Beckhoff TwinCAT PnP Driver Package,Beckhoff Automation,
Hitachi.Inverter,Hitachi.Inverter,Hitachi,
Magical Jelly Bean KeyFinder,Magical Jelly Bean KeyFinder,Magical Jelly Bean,
FileZilla Client 3.52.0,FileZilla Client 3.52.0,Tim Kosse,
HinemosAgent3.1.3,HinemosAgent3.1.3,NTTDATA,
Cybertrust UniCERT v5.3 CA Operator,Cybertrust UniCERT v5.3 CA Operator,Cybertrust,
UWSC Pro 4.5,UWSC Pro 4.5,,
CardMan3x21,CardMan3x21,Omnikey AG,
STE Client 3.0.2011.12,STE Client 3.0.2011.12,Agilent Technologies,
TightVNC-Configuration version 2.13,TightVNC-Configuration version 2.13,Keysight Technologies,
Keysight N7841A FieldFox Handheld Analyzer Calibration Application E.10.05,Keysight N7841A FieldFox Handheld Analyzer Calibration Application E.10.05,Keysight Technologies,
TMEPlatformAgent,TMEPlatformAgent,Keysight Technologies,
EasySim,EasySim,Kornic Automation,
FreeFileSync 10.16,FreeFileSync 10.16,FreeFileSync.org,
Replace Studio Professional (64-bit),Replace Studio Professional (64-bit),Funduc Software Inc.,
WinMerge 2.16.0.0 x64,WinMerge 2.16.0.0 x64,Thingamahoochie Software,
LiveUpdate 3.2 (Symantec Corporation),LiveUpdate 3.2 (Symantec Corporation),Symantec Corporation,
MPD31D Printer Driver 2.43,MPD31D Printer Driver 2.43,,
Database Migration Tool,Database Migration Tool,MicroPoise Measurement Systems,
Opto 22 PAC Manager R9.6c  build 8,Opto 22 PAC Manager R9.6c  build 8,Opto 22,
Schneider Electric StruxureWare Building Operation Language Pack it-IT 1.9.1.95,Schneider Electric StruxureWare Building Operation Language Pack it-IT 1.9.1.95,Schneider Electric,
Schneider Electric EcoStruxure Building Operation Language Pack fr-FR 2.0.4.83,Schneider Electric EcoStruxure Building Operation Language Pack fr-FR 2.0.4.83,Schneider Electric,
Schneider Electric EcoStruxure Building Operation Language Pack zh-CN 2.0.4.83,Schneider Electric EcoStruxure Building Operation Language Pack zh-CN 2.0.4.83,Schneider Electric,
SOLIDWORKS eDrawings 2015 x64 Edition SP05,SOLIDWORKS eDrawings 2015 x64 Edition SP05,Dassault Systèmes SolidWorks Corp,
Trend Micro Apex One Security Agent,Trend Micro Apex One Security Agent,Trend Micro Inc.,
NI IVI Provider for MAX,NI IVI Provider for MAX,National Instruments,
NI PXI Platform Framework 18.0.0,NI PXI Platform Framework 18.0.0,National Instruments,
NI LabVIEW Runtime 2017 SP1 f1,NI LabVIEW Runtime 2017 SP1 f1,National Instruments,
NI-VISA System API Support 18.0.0,NI-VISA System API Support 18.0.0,National Instruments,
NI Calibration Provider for MAX 4.6.0,NI Calibration Provider for MAX 4.6.0,National Instruments,
NI Timing Installer 1.13.0,NI Timing Installer 1.13.0,National Instruments,
NI-VISA 18.0.0 Provider 64-bit Support,NI-VISA 18.0.0 Provider 64-bit Support,National Instruments,
NI-VISA 64-bit Headers 18.0.0,NI-VISA 64-bit Headers 18.0.0,National Instruments,
NI IVI Class Drivers,NI IVI Class Drivers,National Instruments,
NI SCXI 1.10.0,NI SCXI 1.10.0,National Instruments,
NI-VISA USB Passport 18.0.0,NI-VISA USB Passport 18.0.0,National Instruments,
NI IVI Compliance Package 4.1,NI IVI Compliance Package 4.1,National Instruments,
NI 1588-2008 Network Management Runtime 18.0.0,NI 1588-2008 Network Management Runtime 18.0.0,National Instruments,
NI I/O Trace 64-bit Support 18.0.0,NI I/O Trace 64-bit Support 18.0.0,National Instruments,
NI System Monitor 18.0 64-bit,NI System Monitor 18.0 64-bit,National Instruments,
NI Update Service 17.0.1,NI Update Service 17.0.1,National Instruments,
NI-VISA GPIB Passport 18.0.0,NI-VISA GPIB Passport 18.0.0,National Instruments,
NI-PCI Bridge Driver 18.0,NI-PCI Bridge Driver 18.0,National Instruments,
NI IVI Engine,NI IVI Engine,National Instruments,
NI Controller Driver 18.0,NI Controller Driver 18.0,National Instruments,
NI IVI Class Simulation Drivers,NI IVI Class Simulation Drivers,National Instruments,
VISA Shared Components 5.10.0 (64-Bit),VISA Shared Components 5.10.0 (64-Bit),IVI Foundation,
NI-FGEN 64bit Driver 1.6.3,NI-FGEN 64bit Driver 1.6.3,National Instruments,
NI-MDBG 20.0.0f2,NI-MDBG 20.0.0f2,National Instruments,
NI-MRU 20.0.0,NI-MRU 20.0.0,National Instruments,
NI System Configuration Runtime 20.0.0,NI System Configuration Runtime 20.0.0,National Instruments,
NI-RoCo 20.0 (32-bit),NI-RoCo 20.0 (32-bit),National Instruments,
NI-VISA Enet Serial Passport (64-Bit) 20.0.0 64-Bit,NI-VISA Enet Serial Passport (64-Bit) 20.0.0 64-Bit,National Instruments,
NI-488.2 64-bit Documentation 20.0,NI-488.2 64-bit Documentation 20.0,National Instruments,
NI-VISA USB Passport (64-Bit) 20.0.0 64-Bit,NI-VISA USB Passport (64-Bit) 20.0.0 64-Bit,National Instruments,
NI-VISA GPIB Passport 20.0.0,NI-VISA GPIB Passport 20.0.0,National Instruments,
