scale,caption,vendor,brief
9,Catalog 2.71.0,Gefran spa,Catalog 2.71.0 (vendor Gefran spa) is designed for monitoring and controlling industrial processes
7,VNC Viewer 6.0.1,RealVNC Ltd,VNC Viewer 6.0.1 is a remote access software for OT/ICS systems
10,SIMATIC S7-Block Privacy V1.0 + SP3 Professional 2010 SR4  ,Siemens AG,SIMATIC S7-Block Privacy V1.0 + SP3 Professional 2010 SR4 is an industrial control system software for automation tasks.
0,MiniTool Partition Wizard Free 10.2.3,MiniTool Solution Ltd.,MiniTool Partition Wizard Free 10.2.3 is a free partition manager software for personal and commercial use.
10,Siemens  Totally Integrated Automation Portal V13 - WinCC Single SetupPackage  V13.0 SP1 UPD9,Siemens AG,Siemens Totally Integrated Automation Portal V13 - WinCC Single SetupPackage V13.0 SP1 UPD9 is a software designed for OT/ICS.
8,Pandora FMS Agent 7.0NG.721,Artica ST,Pandora FMS Agent 7.0NG.721 is a monitoring and management software for OT/ICS systems.
2,REALTEK Wireless LAN Driver and Utility,ALFA NETWORK INC.,Wireless LAN driver and utility for network connection
2,Softerra LDAP Browser 4.5 (64-bit),"Softerra, Ltd.",Software for managing LDAP directories
8,Document Manager Lite,Your Company Name,Document Manager Lite is a software designed for managing and organizing documents related to OT/ICS
8,ETS Upgrade,Wave Systems Corp,ETS Upgrade is a software designed for secure remote access and management of OT/ICS systems
10,WAGO-IO-Check 2,WAGO Kontakttechnik GmbH,WAGO-IO-Check 2 is a software for testing and diagnostics of WAGO I/O systems.
8,TaskInfo 6.2.2.188,Igor Arsenin (Iarsn),TaskInfo 6.2.2.188 is a system monitoring and diagnostic tool for Windows OS
8,Sonic Activation Module,Sonic Solutions,Sonic Activation Module is a software designed for secure remote access to OT/ICS systems
8,biolsp patch,Wave Systems Corp,Biolsp patch is a security patch designed for OT/ICS systems.
2,Startup Delayer v2.5 (build 138),,Startup Delayer v2.5 (build 138) is a software to delay the startup of applications
10,SIMATIC WinCC Runtime V7.5 + SP2 + Upd12,Siemens AG,SIMATIC WinCC Runtime V7.5 + SP2 + Upd12 is a software designed for OT/ICS to monitor and control industrial processes
10,Valmet DNA Historian Diagnostics,Valmet Corporation,Valmet DNA Historian Diagnostics is a software designed for monitoring and diagnostics of industrial control systems.
9,Valmet DNA Report Diary,Valmet Corporation,Valmet DNA Report Diary is an industrial control system software for data collection and reporting.
10,Valmet DNA TIF Historian Interconnect,Valmet Corporation,"Valmet DNA TIF Historian Interconnect is a software designed for collecting, storing and analyzing data from OT/ICS systems"
10,Valmet DNA Historian Tools,Valmet Corporation,"Valmet DNA Historian Tools is a software designed for collecting, storing and analyzing data from OT/ICS systems"
10,Aspen Process Data,AspenTech,Aspen Process Data is an industrial control system software for monitoring and controlling process operations.
10,Valmet DNA Historian EDSCON,Valmet Corporation,"Valmet DNA Historian EDSCON is an industrial data historian software for collecting, storing and analyzing process data from OT/ICS systems."
10,Valmet DNA Historian EDCforALPprinter,Valmet Corporation,"Valmet DNA Historian EDCforALPprinter is a software designed for collecting, storing and analyzing data from industrial control systems."
10,Valmet DNA CAD customs,Valmet,Valmet DNA CAD customs is a software designed for industrial control systems and operational technology.
10,Valmet DNA Engineering Fieldbus Configurator,Valmet,Valmet DNA Engineering Fieldbus Configurator is a software for configuring and managing fieldbus networks in industrial automation systems.
10,Valmet DNA Engineering Picture Designer 19,Valmet,Valmet DNA Engineering Picture Designer 19 is a software designed for creating graphical user interfaces for OT/ICS systems.
10,Valmet DNA Historian Shared,Valmet Corporation,"Valmet DNA Historian Shared is an industrial data historian software for collecting, storing and analyzing process data from OT/ICS systems."
2,MyDefrag v4.3.1,J.C. Kessels,MyDefrag v4.3.1 is a disk defragmentation and optimization utility
8,TFTPSuitePro2000,,TFTPSuitePro2000 is a software designed for managing and monitoring OT/ICS systems.
8,ModelName,B&B Electronics,ModelName is a software designed for OT/ICS to monitor and control industrial processes.
3,hppM401LaserJetService,Hewlett-Packard,HppM401LaserJetService is a software for managing Hewlett-Packard printers
3,HP LaserJet 400 M401 HP Device Toolbox,Hewlett-Packard Co.,HP LaserJet 400 M401 HP Device Toolbox is a printer management software
7,hpStatusAlerts,Hewlett Packard,hpStatusAlerts is a software designed to monitor and alert on the status of Hewlett Packard hardware and software.
3,Veritas System Recovery 21,Veritas Technologies LLC,Veritas System Recovery 21 is a backup and disaster recovery solution
8,CodeMeter Runtime Kit v6.20,WIBU-SYSTEMS AG,"CodeMeter Runtime Kit v6.20 is a software designed for OT/ICS to protect, license, and manage software applications."
3,HP Sure Connect,HP Inc.,HP Sure Connect is a secure remote access solution for IT and OT networks.
8,ACQUITY Sample Manager,Waters Corporation,ACQUITY Sample Manager is a software for automating sample preparation and analysis in laboratory environments.
9,Hamilton driver for H+P Labortechnik Variomag TeleShake,,Hamilton driver for H+P Labortechnik Variomag TeleShake is designed for controlling and monitoring industrial processes
10,SimonsVoss DoorMonitoring Calibrate 3.2 (English UK),SimonsVoss Technologies GmbH,SimonsVoss DoorMonitoring Calibrate 3.2 is designed for OT/ICS to monitor and calibrate door access control systems.
9,SimonsVoss CommNode Server 3.2 (French),SimonsVoss Technologies GmbH,SimonsVoss CommNode Server 3.2 (French) is a software designed for OT/ICS to provide secure access control solutions.
3,SQLServeriDataAgent Instance001,Commvault,SQLServeriDataAgent Instance001 (vendor Commvault) is a backup and recovery software for databases.
10,NI MIO Device Drivers 2.5.7,National Instruments,NI MIO Device Drivers 2.5.7 is designed for OT/ICS to provide communication between hardware and software.
9,NI-DAQmx ADE Support 9.2.3,National Instruments,NI-DAQmx ADE Support 9.2.3 is a software designed for data acquisition and control of OT/ICS systems
8,NI LabVIEW SignalExpress 2010 Tools,National Instruments,"NI LabVIEW SignalExpress 2010 Tools is a software for data acquisition, analysis, and visualization"
10,NI MAX Remote Configuration Installer 4.7.4,National Instruments,NI MAX Remote Configuration Installer 4.7.4 is designed for configuring and managing remote devices in OT/ICS environments.
10,NI SCXI 1.14.0,National Instruments,NI SCXI 1.14.0 is a software designed for OT/ICS to control and monitor industrial processes.
9,Connections INSIGHT,Waters Corporation,Connections INSIGHT is a software designed for monitoring and managing OT/ICS systems
8,Thermo LC Devices Waters2795,"Thermo Fisher Scientific, Inc.",Thermo LC Devices Waters2795 is a software designed for controlling and monitoring laboratory instruments
8,Thermo LCquan,Thermo Fisher Scientific,Thermo LCquan is a software for chromatography data system (CDS) used in OT/ICS.
8,Xcalibur Foundation Security Update ,Thermo Fisher Scientific Inc.,Xcalibur Foundation Security Update is a software designed to secure OT/ICS systems.
8,HACont (C:\Program Files\HACont\),,HACont is a software designed for monitoring and controlling industrial processes.
8,ZProg 2.6.0,SENECA s.r.l.,ZProg 2.6.0 is a software designed for programming and monitoring of industrial automation systems.
8,Designer 6,,Designer 6 is a software for designing and configuring OT/ICS systems
9,ESA SmartClick Drivers,ESA elettronica,ESA SmartClick Drivers is a software designed for OT/ICS to provide communication between devices and SCADA systems
8,infoteam OpenPCS 2006,infoteam Software GmbH,OpenPCS 2006 is an industrial control system software for automation and process control.
8,SMARTCLICK,ESA elettronica,SMARTCLICK is an industrial automation software for monitoring and controlling industrial processes
8,SmartClick 2.20,ESA elettronica,SmartClick 2.20 is a software designed for monitoring and controlling industrial processes
0,MPC-HC 1.7.13 (64-bit),MPC-HC Team,MPC-HC 1.7.13 (64-bit) is a media player software for playing audio and video files.
9,TBox MS32 IEC-60870-5-103_Addon,,TBox MS32 IEC-60870-5-103_Addon is a software designed for OT/ICS to enable communication between devices.
8,TBox MS32 TCPDump_Addon,,TBox MS32 TCPDump_Addon is a software designed for monitoring and analyzing network traffic in OT/ICS systems.
9,USBUop,NCR,USBUop is an industrial control system software for monitoring and controlling industrial processes
9,SM Primitives,NCR,SM Primitives is a software designed for OT/ICS to provide secure access to critical systems and data.
9,XFS IDC Service Provider,NCR,XFS IDC Service Provider (vendor NCR) is designed for OT/ICS to provide secure and reliable access to financial services.
8,RS232BNA,NCR,RS232BNA (vendor NCR) is a software designed for OT/ICS to provide secure remote access and control of industrial systems.
9,Mode Switch,NCR,Mode Switch is a software designed for OT/ICS to monitor and control industrial processes
8,Problem Determination Collection x64,NCR Corporation,Problem Determination Collection x64 is a software designed for troubleshooting and diagnosing OT/ICS systems.
9,ActiveXFS Controls,NCR,ActiveXFS Controls is a software designed for OT/ICS to provide secure access to data and control of devices
9,USBSensorControlSystem,NCR APTRA,USBSensorControlSystem is a software designed for monitoring and controlling industrial processes
8,USBMiniMiscellaneousInterface,NCR,USBMiniMiscellaneousInterface (vendor NCR) is designed for OT/ICS to provide data acquisition and control capabilities.
9,XFS UPTR Service Provider,NCR Corporation,XFS UPTR Service Provider is a software designed for OT/ICS to provide secure and reliable payment transactions.
8,Self-Service Support Keyboards Configuration,NCR,Self-Service Support Keyboards Configuration (vendor NCR) is designed for configuring and managing self-service support keyboards.
8,Security Setup W10,NCR,Security Setup W10 (vendor NCR) is designed for secure configuration and management of OT/ICS systems
8,DispMgr,NCR FSG Ltd.,DispMgr is an industrial control system software for monitoring and controlling industrial processes.
0,AutoCAD 2022 - English,Autodesk,AutoCAD 2022 is a computer-aided design (CAD) software for 2D and 3D design and drafting.
8,ACA & MEP 2022 Object Enabler,Autodesk,ACA & MEP 2022 Object Enabler is a software designed for OT/ICS to enable access to Autodesk object data.
2,IDM 6.41 build 6 1.0.0,CrackingPatching,IDM 6.41 build 6 1.0.0 is a software for downloading files from the internet
0,Internet Download Manager,Tonec Inc.,Internet Download Manager is a download accelerator for Windows.
2,SD Card Formatter,SD Association,SD Card Formatter is a software designed to format SD cards for general-purpose use.
3,Trellix Solidifier,Musarubra US LLC,Trellix Solidifier is a software for managing and monitoring industrial processes
0,搜狗输入法 9.8正式版,Sogou.com,Sogou Input Method 9.8 is a Chinese input method software for general purpose.
9,NI LabVIEW 2013 SP1 FPGA Support for Host Comm (64-bit),National Instruments,NI LabVIEW 2013 SP1 FPGA Support for Host Comm (64-bit) is designed for programming and controlling industrial automation systems.
10,NI USB3 Vision RT Core Driver Support 1.2.1,National Instruments,NI USB3 Vision RT Core Driver Support 1.2.1 is designed for OT/ICS to provide real-time image acquisition and processing.
9,NI USI 2.1.0,National Instruments,NI USI 2.1.0 is a software designed for monitoring and controlling industrial processes
8,NI Assistant Framework LabVIEW Code Generator 2010,National Instruments,NI Assistant Framework LabVIEW Code Generator 2010 is a software for generating LabVIEW code for OT/ICS applications.
10,NI-DAQmx and NI-DAQ Common Documents 9.8.0,National Instruments,NI-DAQmx and NI-DAQ Common Documents 9.8.0 is designed for data acquisition and control of OT/ICS systems.
10,NI-IMAQdx 4.3.5 64-bit Driver Support,National Instruments,NI-IMAQdx 4.3.5 64-bit Driver Support is designed for industrial image acquisition and control
10,NI-IMAQ Configuration Real-Time 3.6.0,National Instruments,NI-IMAQ Configuration Real-Time 3.6.0 is a software designed for configuring and controlling industrial automation systems.
10,NI LabVIEW 2011 Real-Time LabVIEW,National Instruments,NI LabVIEW 2011 Real-Time LabVIEW is a software designed for developing real-time applications for OT/ICS.
8,NI LabVIEW 2013 Unite Test Framework Toolkit License Files,National Instruments,NI LabVIEW 2013 Unite Test Framework Toolkit License Files is designed for testing and validating OT/ICS systems
9,NI-IMAQ 4.9.0 64-bit Driver Support,National Instruments,"NI-IMAQ 4.9.0 64-bit Driver Support is a software for acquiring, displaying, and analyzing images from cameras and frame grabbers."
8,NI-RIO Common Files for LabVIEW 2012 (64-bit),National Instruments,Software for programming and controlling National Instruments hardware devices
9,NI LibiConv 2011,National Instruments,NI LibiConv 2011 is a software designed for OT/ICS to enable communication between different industrial protocols.
9,NI MXS 5.6.0f0 for LabVIEW Real-Time,National Instruments,NI MXS 5.6.0f0 for LabVIEW Real-Time is a software designed for OT/ICS applications.
8,NI-P2P 1.2.2 Support for LabVIEW 2013 (64-bit),National Instruments,NI-P2P 1.2.2 Support for LabVIEW 2013 (64-bit) is a software for programming and controlling industrial automation systems.
8,NI VisionRun-Time Engine 2013 SP1 .NET,National Instruments,"NI VisionRun-Time Engine 2013 SP1 .NET is a software designed for OT/ICS to acquire, analyze, and present images."
10,NI-DAQmx Switch Core 2.6.0,National Instruments,NI-DAQmx Switch Core 2.6.0 is a software for controlling and monitoring industrial automation systems.
10,NI-WatchDog LabVIEW 2013 Support,National Instruments,NI-WatchDog LabVIEW 2013 Support is a software designed for monitoring and controlling OT/ICS systems.
9,NI LabVIEW 2012 SP1 FPGA Support for Host Analysis (64-bit),National Instruments,NI LabVIEW 2012 SP1 FPGA Support for Host Analysis (64-bit) is designed for programming and controlling industrial automation systems.
8,NI LabVIEW 2013 SP1整数数学和分析,National Instruments,NI LabVIEW 2013 SP1整数数学和分析 is a software designed for programming and controlling OT/ICS systems.
10,NI Curl 13.5.0,National Instruments,NI Curl 13.5.0 is a software designed for OT/ICS to enable secure data transfer and remote access.
10,NI LabVIEW 2012 SP1 Real-Time Pharlap Base,National Instruments,NI LabVIEW 2012 SP1 Real-Time Pharlap Base is a software designed for developing real-time applications for OT/ICS
10,NI LabVIEW 2013 Real-Time Pharlap Base,National Instruments,NI LabVIEW 2013 Real-Time Pharlap Base is a software designed for developing real-time applications for OT/ICS.
9,NI LabVIEW 2012 SP1 FPGA Host Comm Design Library,National Instruments,NI LabVIEW 2012 SP1 FPGA Host Comm Design Library is designed for developing communication applications for industrial control systems.
8,NI-RIO Common Files for LabVIEW 2013 (32-bit),National Instruments,Software for programming and controlling National Instruments hardware devices
10,NI System Web Server Base 13.5.0,National Instruments,NI System Web Server Base 13.5.0 is designed for OT/ICS to provide secure web-based access to remote devices.
9,NI Vision Acq Remote Provider LV2012,National Instruments,NI Vision Acq Remote Provider LV2012 is a software for remote acquisition and control of industrial imaging systems.
9,NI LabVIEW 2013 Real-Time Support for IMAQ,National Instruments,"NI LabVIEW 2013 Real-Time Support for IMAQ is a software designed for OT/ICS to acquire, process, display, and store images from cameras."
10,NI-RIO MAX Provider 13.1 (64-bit),National Instruments,NI-RIO MAX Provider 13.1 (64-bit) is a software designed for programming and controlling National Instruments hardware for OT/ICS applications.
8,NI LabVIEW 2013 Unit Test Framework Toolkit,National Instruments,NI LabVIEW 2013 Unit Test Framework Toolkit is designed for testing and validating code for OT/ICS applications
10,NI FlexRIO Chinch 13.2,National Instruments,NI FlexRIO Chinch 13.2 is a software designed for OT/ICS applications.
10,NI OPCUA Shared Support,National Instruments,NI OPCUA Shared Support is a software designed for OT/ICS to enable secure and reliable data exchange between devices and applications.
10,NI-DAQmx MAX Support 64-bit 2.9.0,National Instruments,NI-DAQmx MAX Support 64-bit 2.9.0 is a software designed for data acquisition and control of OT/ICS systems.
0,K-Lite Codec Pack 14.8.4 Full,KLCP,K-Lite Codec Pack 14.8.4 Full is a collection of audio and video codecs for Windows
8,XC-SDK 2015,Sony,XC-SDK 2015 is a software development kit for creating applications for OT/ICS systems.
8,SysMonD version 1.2.43,Data Modul AG,SysMonD version 1.2.43 is a monitoring and diagnostic software for OT/ICS systems.
8,Crews Egate version 3.2.5.0,,Crews Egate version 3.2.5.0 is a software designed for OT/ICS to monitor and control industrial processes.
8,HID Global xchip driver,HID Global,HID Global xchip driver is designed for secure authentication and access control in OT/ICS systems.
8,ConVis 5.3.0.29,Conrac GmbH,ConVis 5.3.0.29 is a software designed for monitoring and controlling industrial processes
8,SysMonD version 1.2.46,Data Modul AG,SysMonD version 1.2.46 is a monitoring and diagnostic software for OT/ICS systems.
10,DataHub,Ing. Punzenberger COPA-DATA GmbH,"DataHub is an industrial communication software for connecting, monitoring, and controlling OT/ICS systems."
8,Metrologic SoftWedge,Metrologic Instruments,Metrologic SoftWedge is a software designed for data collection from barcode scanners and other serial devices.
8,Touch Package,Risintech,Touch Package is a software designed for HMI and SCADA systems in OT/ICS environments.
10,RSLinxOPCRemoteClient,"Rockwell Automation, Inc.",RSLinxOPCRemoteClient is a software designed for remote access to Rockwell Automation's OPC servers
10,PI Buffer Subsystem,"OSIsoft, LLC",PI Buffer Subsystem is a software designed for real-time data collection and buffering of OT/ICS systems
10,OSIsoft MS Runtime Redistributables,"OSIsoft, LLC",OSIsoft MS Runtime Redistributables is a software designed for OT/ICS to enable data access and visualization.
3,HP WorkWise,HP Inc.,HP WorkWise is a mobile app for monitoring and managing PCs remotely
10,Rockwell Automation 5094 Analog R2 Module Profiles,"Rockwell Automation, Inc.",Rockwell Automation 5094 Analog R2 Module Profiles is an industrial control system software for monitoring and controlling industrial processes.
10,Patch Install 05.Jul.2021 Patch Rollup,"Rockwell Automation, Inc.","Patch Install 05.Jul.2021 Patch Rollup is designed for OT/ICS systems from Rockwell Automation, Inc."
9,C-more EA9 USB Driver Ver 1.0.0.2,AutomationDirect.com,C-more EA9 USB Driver Ver 1.0.0.2 is designed for OT/ICS to provide HMI and SCADA software solutions.
8,CodeMeter Runtime Kit v6.50c,WIBU-SYSTEMS AG,"CodeMeter Runtime Kit v6.50c is designed for secure licensing, copy protection, and secure software updates for OT/ICS systems."
10,FactoryTalk Activation Manager 4.02.00,"Rockwell Automation, Inc.",FactoryTalk Activation Manager 4.02.00 is a software designed for managing and activating Rockwell Automation products for OT/ICS applications.
10,FactoryTalk Alarms and Events 3.00.00 (CPR 9 SR 10),"Rockwell Automation, Inc.",FactoryTalk Alarms and Events 3.00.00 is an OT/ICS software for monitoring and managing alarms and events in industrial automation systems.
10,FactoryTalk Updater 1.00.01,"Rockwell Automation, Inc.",FactoryTalk Updater 1.00.01 is a software designed for OT/ICS to update and manage automation devices.
10,Pleora eBUS Runtime,FLIR Systems,"Pleora eBUS Runtime is a software designed for OT/ICS to enable the streaming of video, audio, and data over Gigabit Ethernet networks."
10,RSLogix 5000 v13.04,"Rockwell Software, Inc.",RSLogix 5000 v13.04 is a software designed for programming and configuring industrial control systems.
8,Axxx Control & Imaging Interfaces,FLIR Systems,Axxx Control & Imaging Interfaces (vendor FLIR Systems) is designed for controlling and monitoring industrial systems
10,Tag Upload Download Tool,Rockwell Automation,Tag Upload Download Tool is designed for managing tags in OT/ICS systems.
2,Theft Recovery for HP ProtectTools,Hewlett-Packard Company,Theft Recovery for HP ProtectTools is a security software for HP devices.
0,eDrawings 2017 x64,Dassault Systèmes SolidWorks Corp,eDrawings 2017 x64 is a 3D CAD viewing and publishing software from Dassault Systèmes SolidWorks Corp.
7,Colasoft Ping Tool 1.2,Colasoft LLC.,Colasoft Ping Tool 1.2 is a network diagnostic tool for OT/ICS systems.
0,PrimoPDF -- brought to you by Nitro PDF Software,Nitro PDF Software,PrimoPDF is a free PDF creator to convert documents to PDF files.
8,HMDuap,KELK (Vishay Precision Group Canada ULC),HMDuap is a software designed for monitoring and controlling industrial processes
9,ibaDongleViewer v2.2.0,iba AG,ibaDongleViewer v2.2.0 is a software designed for monitoring and controlling OT/ICS systems
10,AnyBus IPconfig v1.1,HMS Industrial Networks AB,AnyBus IPconfig v1.1 is a software designed for configuring and monitoring industrial networks.
10,PowerMonitor 500™ Configuration Software 1.0.0.11,"Rockwell Automation, Inc.",PowerMonitor 500™ Configuration Software 1.0.0.11 is designed for configuring and monitoring Rockwell Automation's power monitoring devices.
10,C-more Programming Software Ver6.40,AutomationDirect.com,C-more Programming Software Ver6.40 is designed for programming and monitoring of AutomationDirect.com's C-more HMI products
2,SAPIEN PowerShell Studio 2020,"SAPIEN Technologies, Inc.",SAPIEN PowerShell Studio 2020 is a graphical user interface (GUI) development tool for Windows PowerShell.
2,Total Commander 64+32-bit (Remove or Repair),Ghisler Software GmbH,File manager for Windows operating systems
3,MobaXterm,Mobatek,MobaXterm is a remote access and terminal emulator software
9,NI Video Driver RT 14.0.0,National Instruments,"NI Video Driver RT 14.0.0 is a software designed for OT/ICS to capture, display, and stream video data from cameras and frame grabbers."
10,NI-MDBG 3.1.0f0 for Phar Lap ETS,National Instruments,NI-MDBG 3.1.0f0 is a debugging tool for Phar Lap ETS for OT/ICS applications
8,NI Vision 2014 .NET,National Instruments,NI Vision 2014 .NET is a software designed for machine vision applications in OT/ICS.
10,NI-IMAQdx 14.0,National Instruments,"NI-IMAQdx 14.0 is a software designed for industrial control systems to acquire, configure, and control image acquisition devices."
9,NI-IMAQdx Expert 1.0.1,National Instruments,"NI-IMAQdx Expert 1.0.1 is a software designed for industrial control systems to acquire, configure, and control image acquisition devices."
8,NI Vision Acquisition Class Co-Installer 1.0.0 32-bit,National Instruments,"NI Vision Acquisition Class Co-Installer 1.0.0 32-bit is a software for acquiring, displaying, and analyzing images from cameras and frame grabbers."
8,NI PXI Platform Services 14.0 for LabVIEW Real-Time,National Instruments,NI PXI Platform Services 14.0 for LabVIEW Real-Time is a software for developing and deploying real-time applications for OT/ICS.
9,NI-IMAQ I/O 14.0,National Instruments,"NI-IMAQ I/O 14.0 is a software for acquiring, displaying, and analyzing images from cameras and frame grabbers."
9,NI LabVIEW Run-Time Engine 2014,National Instruments,NI LabVIEW Run-Time Engine 2014 is a software designed for developing and running applications built with LabVIEW.
10,NI GigE Vision 32-bit Driver Support,National Instruments,NI GigE Vision 32-bit Driver Support is a software designed for OT/ICS to enable communication between cameras and computers.
8,NI LabVIEW 2014 Real-Time Support for Desktop,National Instruments,NI LabVIEW 2014 Real-Time Support for Desktop is a software for developing real-time applications for industrial control systems.
9,NI LabVIEW 2012 SP1 FPGA Support for Host Communication,National Instruments,NI LabVIEW 2012 SP1 FPGA Support for Host Communication is designed for programming and controlling industrial automation systems.
9,NI LabVIEW 2013 SP1 FPGA Support for Host Analysis,National Instruments,NI LabVIEW 2013 SP1 FPGA Support for Host Analysis is a software designed for programming and controlling industrial automation systems.
10,NI Web Interface Framework 2014 for Real-Time,National Instruments,NI Web Interface Framework 2014 for Real-Time is a software designed for OT/ICS to enable remote access and control of industrial systems.
8,NI FlexRIO Chinch 14.0 for LabVIEW Real-Time,National Instruments,NI FlexRIO Chinch 14.0 for LabVIEW Real-Time is a software for developing and deploying real-time applications for OT/ICS.
9,NI LabVIEW 2013 SP1 FPGA Elemental IO Common,National Instruments,NI LabVIEW 2013 SP1 FPGA Elemental IO Common is a software designed for programming and controlling industrial automation systems.
10,NI-IMAQdx Real-Time 14.0.0,National Instruments,"NI-IMAQdx Real-Time 14.0.0 is a software designed for OT/ICS to acquire, process, and analyze images from cameras."
9,NI-VISA 14.0.0 for LabVIEW Real-Time,National Instruments,NI-VISA 14.0.0 for LabVIEW Real-Time is a software for controlling and monitoring industrial automation systems.
10,NI-RIO Chinch 14.0 for LabVIEW Real-Time,National Instruments,NI-RIO Chinch 14.0 for LabVIEW Real-Time is a software designed for OT/ICS applications.
7,NI Sound and Vibration Assistant Application,National Instruments,NI Sound and Vibration Assistant Application is a software for analyzing and visualizing acoustic and vibration signals
7,NI Sound and Vibration Toolkit 2013,National Instruments,NI Sound and Vibration Toolkit 2013 is a software for analyzing and visualizing acoustic and vibration signals
10,NI-RIO Mite 13.0,National Instruments,NI-RIO Mite 13.0 is a software designed for real-time control and monitoring of OT/ICS systems.
10,CVI Runtime Engine,NI,CVI Runtime Engine is a software designed for developing and deploying real-time applications for OT/ICS.
9,LJ-Navigator 2,KEYENCE,LJ-Navigator 2 is a software for programming and monitoring of KEYENCE PLCs
8,Panasonic-ID SUNX Laser LMPD USB Driver 32-bit (x86),"Panasonic Industrial Devices SUNX Co., Ltd.",Panasonic-ID SUNX Laser LMPD USB Driver 32-bit (x86) is designed for controlling and monitoring industrial laser devices.
9,NI LabVIEW 2018 Real-Time FTP Server,National Instruments,NI LabVIEW 2018 Real-Time FTP Server is a software for securely transferring files between computers and devices in OT/ICS environments.
9,NI LabVIEW 2019 SP1 (64-bit) VI Library,National Instruments,NI LabVIEW 2019 SP1 (64-bit) VI Library is a software designed for developing and deploying industrial control systems.
9,NI LabVIEW 2019 SP1 (64-bit) Example,National Instruments,NI LabVIEW 2019 SP1 (64-bit) Example is a software designed for programming and controlling industrial automation systems.
10,NI LabVIEW运行引擎2019 SP1 f1（64位）,National Instruments,NI LabVIEW运行引擎2019 SP1 f1（64位） is a software designed for developing and deploying industrial control systems and monitoring operations.
10,NI LabVIEW运行引擎 2019 SP1 f1,National Instruments,NI LabVIEW运行引擎 2019 SP1 f1 is a software designed for OT/ICS to create and deploy applications for monitoring and controlling devices and systems.
9,NI Web应用程序服务器 2019,National Instruments,NI Web Application Server 2019 is a software designed for developing and deploying web-based applications for OT/ICS systems.
9,NI DataFinder Connectivity Runtime (64-bit),National Instruments,NI DataFinder Connectivity Runtime (64-bit) is designed for connecting to and managing data from OT/ICS systems
10,NI USI AOP5 DataPlugin 18.5.0,National Instruments,"NI USI AOP5 DataPlugin 18.5.0 is a software designed for OT/ICS to collect, analyze, and visualize data from industrial systems."
10,NI Logos LabVIEW 2019 Support,National Instruments,NI Logos LabVIEW 2019 Support is a software designed for developing and deploying industrial control systems.
9,NI LabVIEW 2019 Simulation,National Instruments,NI LabVIEW 2019 Simulation is a software designed for developing and testing OT/ICS applications.
10,NI LabVIEW 2019 SP1 (64-bit) Executable,National Instruments,NI LabVIEW 2019 SP1 (64-bit) Executable is a software designed for developing and deploying industrial control systems and operational technology.
9,VI Package Manager 2016,National Instruments,VI Package Manager 2016 is a software designed for managing and deploying software packages for OT/ICS systems.
2,Catalyst Control Center Localization Finnish,ATI,Catalyst Control Center Localization Finnish is a software for managing ATI graphics cards.
10,Simatic WinCC flexible 2008 SP2  ,SIEMENS AG,Simatic WinCC flexible 2008 SP2 is a SCADA software for monitoring and controlling industrial processes
8,LamaGroupBox,Lama,LamaGroupBox is an industrial control system software for monitoring and controlling industrial processes.
8,LamaComm,Lama,LamaComm is a software designed for monitoring and controlling industrial processes.
2,Catalyst Control Center Localization Japanese,ATI,Catalyst Control Center Localization Japanese is a software for managing ATI graphics cards.
10,SIMATIC HMI License Manager Panel Plugin,Siemens AG,SIMATIC HMI License Manager Panel Plugin is a software designed for managing licenses of Siemens AG's HMI and SCADA systems
3,Zoho Assist Unattended Agent,ZOHO Corp,Zoho Assist Unattended Agent is a remote access and support software for IT professionals
9,NI System Web Server Base 1.0 (64-bit),National Instruments,NI System Web Server Base 1.0 (64-bit) is a software designed for OT/ICS to provide web-based access to remote devices.
9,NI-APAL 2.0 64-Bit Error Files,National Instruments,NI-APAL 2.0 64-Bit Error Files is a software designed for monitoring and controlling industrial automation systems.
10,NI-VISA .. Provider 64-bit Support,National Instruments,NI-VISA is a software designed for communication with instruments and devices in OT/ICS systems.
8,NI Curl 1.0 (64-bit),National Instruments,NI Curl 1.0 (64-bit) is a software for creating and running distributed applications for OT/ICS systems
10,Freedom EVOware 2.7 SP2,"TECAN AG, Switzerland",Freedom EVOware 2.7 SP2 is a software designed for controlling and automating laboratory processes in OT/ICS.
2,Dell KACE Agent,Dell Inc.,Dell KACE Agent is a system management software for IT infrastructure.
7,Code Visual to Flowchart 3.5,Fatesoft.com,Code Visual to Flowchart 3.5 is a software designed to convert source code to flowchart diagrams
3,GPL Ghostscript 8.71,,GPL Ghostscript 8.71 is a PostScript and PDF interpreter
8,CAMtastic 2000 Designers Edition,,CAMtastic 2000 Designers Edition is a CAD/CAM software for designing and manufacturing automation systems.
8,BOOTP/DHCP Server 2.3.2 Standalone,,BOOTP/DHCP Server 2.3.2 Standalone is a software designed for OT/ICS to provide IP address configuration services.
2,Gigaware USB to Serial Cable Driver Installer,Gigaware Corp.,Gigaware USB to Serial Cable Driver Installer enables communication between a computer and serial devices
0,CutePDF Writer 3.0,Acro Software Inc.,CutePDF Writer 3.0 is a PDF creation tool
8,,ZEON,Vendor ZEON is designed for OT/ICS to monitor and control industrial processes.
7,,"ScanSoft, Inc.","ScanSoft, Inc. is a software designed for OT/ICS to monitor and control industrial processes."
9,Océ Remote Logic,,Océ Remote Logic is a software designed for remote monitoring and control of industrial automation systems.
3,NetOp Guest,,NetOp Guest is a remote access software for secure IT management.
