scale,caption,vendor,brief
3,HUAWEI DataCard Driver 5.06.01.05,"Huawei technologies Co., Ltd.",HUAWEI DataCard Driver 5.06.01.05 is a driver software for Huawei data cards
5,Wonderware SIDirect DAServer,Invensys,Wonderware SIDirect DAServer is an industrial communication software for connecting to industrial devices and systems.
4,Hasp Dongle Drivers 5.86,"ComAp spol., s r. o.",Hasp Dongle Drivers 5.86 is designed for OT/ICS to provide secure authentication and licensing.
5,SIMATIC S7-PCT V3.0  ,Siemens AG,SIMATIC S7-PCT V3.0 is a programmable logic controller (PLC) software for industrial automation applications.
4,ComAp Virtual COM 1.2,"ComAp spol., s r. o.",ComAp Virtual COM 1.2 is a software designed for monitoring and controlling industrial systems
3,"VB Runtimes Pack, release 7",http://www.tnk-bootblock.co.uk,"VB Runtimes Pack, release 7 is a software designed for creating and running applications written in Visual Basic"
2,WiX Toolset v3.11 Managed SDK,.NET Foundation,WiX Toolset v3.11 Managed SDK is a software development kit for creating Windows installation packages.
4,NI Curl 12.0.0 (64-bit),National Instruments,NI Curl 12.0.0 (64-bit) is a software designed for developing distributed web-based applications for OT/ICS.
3,NI Help Assistant (64bit),National Instruments,NI Help Assistant is a software for troubleshooting and diagnosing National Instruments hardware and software.
4,NI-DIM 1.13.0f0,National Instruments,NI-DIM 1.13.0f0 is a software designed for monitoring and controlling industrial automation systems.
4,Analyst® 1.6.3 HotFix 4,AB SCIEX,Analyst® 1.6.3 HotFix 4 is designed for OT/ICS to monitor and control industrial processes.
4,Instrument Software,Tecan Trading AG,Instrument Software is designed for controlling and monitoring laboratory instruments
5,NI MXI Manager 17.0 64-bit,National Instruments,NI MXI Manager 17.0 64-bit is a software designed for managing and monitoring OT/ICS systems.
5,NI-VISA 17.0.0 Provider 64-bit Support,National Instruments,NI-VISA 17.0.0 Provider 64-bit Support is a software designed for OT/ICS to enable communication with instruments.
4,NI-DAQmx Documentation (64-bit) 17.1.0,National Instruments,NI-DAQmx Documentation (64-bit) 17.1.0 is a software for data acquisition and control systems used in OT/ICS.
5,NI-VISA SysAPI x64 support 17.0.0,National Instruments,NI-VISA SysAPI x64 support 17.0.0 is a software designed for OT/ICS to enable communication with instruments and devices.
4,NI-DAQmx MIO Device Drivers 17.1.0,National Instruments,NI-DAQmx MIO Device Drivers 17.1.0 is a software designed for controlling and monitoring data acquisition devices in OT/ICS systems.
5,NI-DAQmx C and VB6 API 17.1.0,National Instruments,NI-DAQmx C and VB6 API 17.1.0 is a software designed for data acquisition and control of OT/ICS systems.
4,NI-DAQmx and NI-DAQ Common Documents 17.1.0,National Instruments,NI-DAQmx and NI-DAQ Common Documents 17.1.0 is designed for data acquisition and control of industrial automation systems.
4,NI-DAQmx SCXI 17.1.0,National Instruments,NI-DAQmx SCXI 17.1.0 is a software designed for data acquisition and control of industrial automation systems.
4,NI-DAQmx Dynamic Signal Acquisition Installer 17.1.0,National Instruments,NI-DAQmx Dynamic Signal Acquisition Installer 17.1.0 is a software for data acquisition and control of measurement devices
3,Analyst® 1.7.1 Software,AB SCIEX,Analyst® 1.7.1 Software is designed for data analysis and visualization of OT/ICS systems
2,Kyocera Product Library,KYOCERA Document Solutions Inc.,Kyocera Product Library is a software for managing documents and printing.
4,,Hewlett Packard,Hewlett Packard software is designed for OT/ICS to monitor and control industrial processes.
5,Diagnostic Management for SIMATIC IPC - DiagBase  V1.5 + SP3,Siemens AG,Diagnostic Management for SIMATIC IPC - DiagBase V1.5 + SP3 is a software designed for OT/ICS to diagnose and troubleshoot industrial control systems.
0,CutePDF Writer 2.8,,CutePDF Writer 2.8 is a PDF creation software for Windows.
3,Juniper Networks Network Connect 7.1.0,Juniper Networks,Juniper Networks Network Connect 7.1.0 is a software for secure remote access to corporate networks.
2,Foxpro Runtimes,Visual Foxpro,Foxpro Runtimes is a software development tool for creating database applications.
2,VB Decompiler Lite,GPcH Soft,VB Decompiler Lite is a decompiler for programs written in Visual Basic 5.0 and 6.0
2,"SAP Crystal Reports, version for Visual Studio 2010",SAP,SAP Crystal Reports is a business intelligence tool for creating reports from various data sources.
3,BeyondTrust Privilege Manager™ Client,BeyondTrust Corporation,BeyondTrust Privilege Manager™ Client is a software that provides secure access to privileged accounts and systems.
3,Kiwi Syslog Web Access,SolarWinds,Kiwi Syslog Web Access is a web-based log viewer for monitoring and analyzing network devices.
4,NI-DAQmx 7.1,National Instruments,NI-DAQmx 7.1 is a software designed for data acquisition and control of OT/ICS systems.
4,NI STC 1.0.0,National Instruments,NI STC 1.0.0 is a software designed for programming and controlling industrial automation systems.
5,NI-RPC 3.1.0f0 Engine for PharLap,National Instruments,NI-RPC 3.1.0f0 Engine for PharLap is a software designed for OT/ICS.
4,NI PXI Provider 1.1.0f3 for MAX,National Instruments,NI PXI Provider 1.1.0f3 for MAX is a software designed for OT/ICS to provide a platform for data acquisition and control.
4,NI LabVIEW SignalExpress 2.5 Steps,National Instruments,NI LabVIEW SignalExpress 2.5 Steps is a software for automated data acquisition and analysis
4,NI Measurement Studio GPIB Support for VS2008,National Instruments,NI Measurement Studio GPIB Support for VS2008 is a software for controlling and automating measurement devices using GPIB interface
4,NI Dynamic Signal Acquisition Installer 1.10.1,National Instruments,NI Dynamic Signal Acquisition Installer 1.10.1 is a software designed for data acquisition and analysis of signals from OT/ICS systems
4,PenMount Universal Driver 2.1.0.234,,PenMount Universal Driver 2.1.0.234 is a software designed for OT/ICS to control touchscreens and other input devices.
0,TP-Link Archer T4U Driver,TP-Link,TP-Link Archer T4U Driver is a wireless network adapter driver for Windows.
0,LibreOffice 5.1.4.2,The Document Foundation,"LibreOffice 5.1.4.2 is a free and open-source office suite for creating documents, spreadsheets, presentations, and more."
4,WinCC flexible Db Server,Your Company Name,WinCC flexible Db Server is a software designed for OT/ICS to store and manage data.
5,NI-488.2 3.0,National Instruments,NI-488.2 3.0 is a software designed for controlling GPIB instruments in OT/ICS applications.
4,NI-ORB 1.10.0f0,National Instruments,NI-ORB 1.10.0f0 is a software designed for OT/ICS to provide real-time data acquisition and control.
5,NI STC 1.10.0,National Instruments,NI STC 1.10.0 is a software designed for OT/ICS to monitor and control industrial processes.
5,NI RTSI PAL Device Library Installer 1.0.0,National Instruments,NI RTSI PAL Device Library Installer 1.0.0 is designed for OT/ICS to provide real-time synchronization and communication between multiple devices.
5,NI FSL Installer 1.13.0,National Instruments,NI FSL Installer 1.13.0 is a software designed for OT/ICS to configure and deploy LabVIEW FPGA applications.
4,NI LabVIEW SignalExpress 2011 Tools,National Instruments,"NI LabVIEW SignalExpress 2011 Tools is a software designed for data acquisition, analysis, and visualization of real-time signals."
5,NI PXI-5660 Support,National Instruments,NI PXI-5660 Support is a software designed for OT/ICS to provide data acquisition and control capabilities.
4,NI-Tuner 1.7.1,National Instruments,NI-Tuner 1.7.1 is a software for tuning and optimizing control systems.
4,Ardence RTX 6.5,,Ardence RTX 6.5 is a real-time operating system designed for OT/ICS applications.
3,MotionWiz 5.4,,MotionWiz 5.4 is a software designed for motion control applications in OT/ICS.
4,VDSetup 4.5,INFRANOR,VDSetup 4.5 is an industrial control system software for monitoring and controlling processes.
0,Nero MediaHub 10,Nero AG,"Nero MediaHub 10 is a media management software for organizing, playing, and sharing media files."
4,AUTOMATIONWORX Software Suite 2008 1.40 SP 4,Phoenix Contact,AUTOMATIONWORX Software Suite 2008 1.40 SP 4 is a software suite for industrial automation and control systems.
2,Nero ControlCenter 10 Help (CHM),Nero AG,Nero ControlCenter 10 Help (CHM) is a software for managing multimedia content.
0,Nero BurnRights 10 Help (CHM),Nero AG,Nero BurnRights 10 Help (CHM) is a software for burning data to CD/DVD/Blu-ray discs.
3,Nero Control Center 10,Nero AG,Nero Control Center 10 is a software for monitoring and controlling industrial automation systems
0,Nero RescueAgent 10 Help (CHM),Nero AG,Nero RescueAgent 10 Help (CHM) is a software designed for data recovery and backup.
5,Phoenix Contact Common MMs,Phoenix Contact,Phoenix Contact Common MMs is a software designed for OT/ICS to provide a secure and reliable platform for industrial automation.
0,Nero CoverDesigner 10 Help (CHM),Nero AG,Nero CoverDesigner 10 Help (CHM) is a software for creating and editing CD/DVD covers.
2,Nero RescueAgent 10,Nero AG,Nero RescueAgent 10 is a data recovery software for recovering lost or deleted files.
3,REALTEK Gigabit and Fast Ethernet NIC Driver,REALTEK Semiconductor Corp.,Realtek Gigabit and Fast Ethernet NIC Driver provides network interface controllers for connecting to a local area network
4,POSMO A Library V1.5,,POSMO A Library V1.5 is a software designed for OT/ICS to monitor and control industrial processes.
5,WinCC flexible Graphics,Siemens AG,WinCC flexible Graphics is a SCADA software for monitoring and controlling industrial processes
5,WinCC flexible,Siemens AG,"WinCC flexible is an industrial control system software for monitoring and controlling processes, production flows, machines and plants."
2,LightScribe System Software  1.14.25.1,LightScribe,LightScribe System Software is a labeling software for optical discs.
4,VIA Integrated Setup Wizard,"VIA Technologies, Inc.",VIA Integrated Setup Wizard is a software designed for configuring and managing VIA-based industrial systems.
4,Realterm 2.0.0.70_SignedWrapper,Broadcast Equipment,Realterm 2.0.0.70_SignedWrapper is a software designed for monitoring and controlling industrial equipment
5,Siemens Automation License Manager V5.3 + Upd1  ,Siemens AG,Siemens Automation License Manager V5.3 + Upd1 is a software designed for managing licenses of Siemens automation products for OT/ICS.
2,ATI Catalyst Control Center,,ATI Catalyst Control Center is a software suite for managing graphics cards and displays.
2,Catalyst Control Center Graphics Previews Common,ATI,Catalyst Control Center Graphics Previews Common is a software for managing graphics settings and performance of ATI graphics cards.
3,CCC Help Portuguese,ATI,CCC Help Portuguese is a software designed to provide technical support for OT/ICS systems.
3,CCC Help Italian,ATI,CCC Help Italian is a software designed to provide support for industrial control systems.
0,TP-LINK Archer T2U_T2UH Driver,TP-LINK,TP-LINK Archer T2U_T2UH Driver is a wireless network adapter driver for Windows.
0,Total Commander (Remove or Repair),Ghisler Software GmbH,Total Commander is a file manager for Windows.
4,NPort Administration Suite Ver1.15,Moxa Inc.,NPort Administration Suite Ver1.15 is a software designed for managing and configuring Moxa's device servers
0,XAMPP 1.8.1,,XAMPP 1.8.1 is a web server software stack for hosting websites and web applications.
5,SIMATIC S7 FM 350-1/450-1 Counter V6.0 + SP2  ,Siemens AG,SIMATIC S7 FM 350-1/450-1 Counter V6.0 + SP2 is a software designed for OT/ICS from Siemens AG.
3,9221-P001,burster präzisionsmeßtechnik gmbh & co kg,9221-P001 is a software designed for industrial automation and control systems.
4,NI MXS 4.4.0f0 for LabVIEW Real-Time,National Instruments,NI MXS 4.4.0f0 for LabVIEW Real-Time is designed for industrial automation and control systems.
0,VLC media player 1.1.11,VideoLAN,VLC media player 1.1.11 is a multimedia player for audio and video files.
5,NI-488.2 2.8,National Instruments,NI-488.2 2.8 is a software designed for controlling GPIB instruments in OT/ICS applications.
2,智能云输入法 1.1,智能云输入法,智能云输入法 1.1 is a Chinese input method software.
2,极点五笔 十周年纪念版,freeime studio,极点五笔 十周年纪念版 is a Chinese input method software for Windows.
5,64-bit Milestone XProtect Mobile Server,Milestone Systems A/S,64-bit Milestone XProtect Mobile Server is designed for remote monitoring and control of OT/ICS systems.
5,64-bit Milestone XProtect Mobile Administrator Plug-in,Milestone Systems A/S,64-bit Milestone XProtect Mobile Administrator Plug-in is designed for remote monitoring and management of Milestone XProtect video surveillance systems.
3,Deployment Solution Agent,Symantec,Deployment Solution Agent is a software designed to manage and deploy software packages to OT/ICS systems
2,Power Scheme Plug-in Setup,Altiris,Power Scheme Plug-in Setup (vendor Altiris) is a software for managing power settings on Windows systems
0,搜狗拼音输入法 6.2正式版,Sogou.com,Sogou Pinyin Input Method 6.2 is a Chinese input method for typing Chinese characters.
4,Firmware Updater x86,Basler,Firmware Updater x86 (vendor Basler) is designed for updating firmware of OT/ICS devices
4,Spinnaker Binaries 1.20 Alpha 15,FLIR,Spinnaker Binaries 1.20 Alpha 15 is a software designed for OT/ICS to control and monitor industrial processes.
5,RSLinx Classic 4.20.00 CPR 9 SR 12.0,"Rockwell Automation, Inc.",RSLinx Classic 4.20.00 CPR 9 SR 12.0 is a software designed for OT/ICS to enable communication between Rockwell Automation devices and software applications.
5,Studio 5000 Architect v5.00.00 (CPR 9 SR 12),"Rockwell Automation, Inc.",Studio 5000 Architect v5.00.00 (CPR 9 SR 12) is a software designed for programming and configuring Rockwell Automation's Logix5000 controllers
2,Cortex XDR 7.9.0.20664,"Palo Alto Networks, Inc.",Cortex XDR 7.9.0.20664 is a security software for endpoint protection.
4,Your Application,AIS Vision Systems,Your Application (vendor AIS Vision Systems) is designed for OT/ICS to provide real-time monitoring and control of industrial processes.
5,Siemens  Totally Integrated Automation Portal V13 - TIACOMPCHECK Single SetupPackage  V13.0 + SP1,Siemens AG,Siemens Totally Integrated Automation Portal V13 is a software designed for OT/ICS.
5,TIA Administrator -  TIA Administrator  V1.0 SP7,Siemens AG,"TIA Administrator is a software designed for configuring, managing and monitoring Siemens automation systems."
5,Siemens Totally Integrated Automation Portal V16 - SIMATIC S7-PLCSIM  V16.0 + SP0 + Upd4,Siemens AG,Siemens Totally Integrated Automation Portal V16 is a software designed for OT/ICS to simulate and test the programmable logic controllers (PLCs).
4,NI TDM Streaming 2.4 (64-bit),National Instruments,NI TDM Streaming 2.4 (64-bit) is a software for streaming and analyzing time-domain data from National Instruments devices.
4,NI NI LabVIEW 2012 Run-Time Engine Non-English Support.,National Instruments,"NI LabVIEW 2012 Run-Time Engine Non-English Support is a software designed for OT/ICS to enable the development of applications for data acquisition, instrument control, and industrial automation."
2,7-Zip 22.00,Igor Pavlov,7-Zip is a file archiver with a high compression ratio.
4,ExternalService,JUKI Corporation,ExternalService is a software designed for OT/ICS to monitor and control industrial processes.
5,Control FPWIN Pro,Panasonic Electric Works Europe AG,Control FPWIN Pro is a programming software for industrial automation systems.
3,Cognex Software Licensing Center 2.3,Cognex,Cognex Software Licensing Center 2.3 is a software for managing licenses of Cognex products
4,Panasonic-ID SUNX Terminal GT USB-COM (x64),"Panasonic Industrial Devices SUNX Co., Ltd.",Panasonic-ID SUNX Terminal GT USB-COM (x64) is designed for industrial automation and control systems.
4,Teledyne DALSA Sapera LT SDK 8.20.00.1718 (Frame grabbers and CameraLink cameras),Teledyne DALSA,Teledyne DALSA Sapera LT SDK 8.20.00.1718 is designed for controlling Frame grabbers and CameraLink cameras for OT/ICS applications.
4,HPE iLO Integrated Remote Console,Hewlett Packard Enterprise,HPE iLO Integrated Remote Console is a software for remote access and control of OT/ICS systems
2,WinMerge 2.16.18.0 x64,Thingamahoochie Software,WinMerge is a file comparison and merging tool for Windows
2,SAKURA Editor(サクラエディタ) 2.4.1.2849 (x86),サクラエディタ開発チーム,SAKURA Editor is a text editor for Windows that supports various programming languages.
5,SIMATIC NCM PC V5.4 + SP1,Siemens AG,SIMATIC NCM PC V5.4 + SP1 is a software designed for industrial control systems and operational technology.
3,AutoCrib 6.1,"AutoCrib, Inc.",AutoCrib 6.1 is a software designed for inventory management and tracking of industrial parts and supplies.
3,Distrimag,"PTI, Inc.",Distrimag is an industrial automation software for monitoring and controlling industrial processes
5,SIMATIC WinCC/WebNavigator Server V7.5 + SP2,Siemens AG,SIMATIC WinCC/WebNavigator Server V7.5 + SP2 is a SCADA software for monitoring and controlling industrial processes
5,SIMATIC WinCC/WebNavigator Client V7.5 + SP2,Siemens AG,SIMATIC WinCC/WebNavigator Client V7.5 + SP2 is a software designed for monitoring and controlling industrial processes
2,Patriot Viper M2 SSD RGB,Patriot Memory,Patriot Viper M2 SSD RGB is a storage device for computers.
4,ENE_EHD_M2_HAL,ENE TECHNOLOGY INC.,ENE_EHD_M2_HAL is an industrial control system software for monitoring and controlling industrial processes.
3,ASUS AIOFan HAL,ASUSTek COMPUTER INC.,ASUS AIOFan HAL is a software designed to control fan speed on ASUS All-in-One PCs
5,OPC UA SDK 1.00 Redistributables 250.8,OPC Foundation,OPC UA SDK 1.00 Redistributables 250.8 is designed for OT/ICS to enable secure and reliable data exchange between devices and applications.
4,QuartdePoblet 7.0.2,Nexus,QuartdePoblet 7.0.2 is a vendor Nexus software designed for OT/ICS.
5,Siemens  Totally Integrated Automation Portal V14 - Hardware Support Base Package 03  V14.0,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for automation and digitalization of production processes.
4,NI LabVIEW Runtime 2015 SP1 f13 (64-bit),National Instruments,NI LabVIEW Runtime 2015 SP1 f13 (64-bit) is a software designed for developing and running applications built with LabVIEW.
5,Siemens  Totally Integrated Automation Portal V14 - WinCC Transfer Current All Single SetupPackage  V14.0 SP1 UPD10,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for monitoring and controlling industrial processes.
5,Siemens  Totally Integrated Automation Portal V14 - Simatic Single SetupPackage  V14.0 SP1 UPD10,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for automation and digitalization of production processes.
3,NI Error Reporting 2018 (64-bit),National Instruments,Software for monitoring and reporting errors in OT/ICS systems
5,NI-RPC 15.0.0f0,National Instruments,NI-RPC 15.0.0f0 is a software designed for remote programming of OT/ICS systems.
5,Siemens  Totally Integrated Automation Portal V14 - TIACOMPCHECK Single SetupPackage  V14.0 + SP1 + Upd10,Siemens AG,Siemens Totally Integrated Automation Portal V14 is an industrial control system software for automation and digitalization of production processes.
3,WinSCP 5.21.5,Martin Prikryl,WinSCP 5.21.5 is a secure file transfer client for Windows
0,VLC media player 2.1.3,VideoLAN,VLC media player 2.1.3 is a multimedia player for audio and video files.
4,KtM9346A IVI.NET Driver 0.2.656,Keysight Technologies,KtM9346A IVI.NET Driver 0.2.656 is a software designed for controlling and monitoring Keysight Technologies instruments
5,Agilent Host Processor Platform,Agilent Technologies,Agilent Host Processor Platform is designed for OT/ICS to provide secure and reliable data acquisition and control.
0,Avira,Avira Operations GmbH & Co. KG,Avira is an antivirus software designed for personal computers.
4,FieldFox Remote Display,Agilent Technologies,FieldFox Remote Display is a software designed for remote monitoring and control of OT/ICS systems.
3,NetworkActiv AUTAPF 1.0,NetworkActiv,NetworkActiv AUTAPF 1.0 is a network security software for OT/ICS systems
4,Keysight M8054,Keysight Technologies,Keysight M8054 is a software designed for testing and validating OT/ICS systems.
4,Keysight M8197,Keysight Technologies,Keysight M8197 is a signal generator designed for testing and validating OT/ICS systems.
4,Quartus II 12.1sp1 Programmer and SignalTap II (Build 243),Altera Corporation,Quartus II 12.1sp1 Programmer and SignalTap II (Build 243) is a software for programming and debugging FPGA designs
4,Keysight M8196,Keysight Technologies,Keysight M8196 is a software designed for testing and validating OT/ICS systems.
5,SoMove,Schneider Electric,"SoMove is a software designed for configuring, commissioning, and maintaining Schneider Electric's motor control devices."
4,PX Profile Update,AMD,PX Profile Update is a software designed for updating and managing profiles of OT/ICS systems.
4,SDK-2000 & 4Video(Plus) 开发包,,SDK-2000 & 4Video(Plus) 开发包 is designed for developing OT/ICS applications.
4,LD810_01,LDAB,LD810_01 (vendor LDAB) is a software designed for OT/ICS to monitor and control industrial processes.
4,BarTender 10.0,Seagull Scientific,"BarTender 10.0 is a software for designing and printing labels, barcodes, RFID tags, and cards"
3,Xilinx Design Tools (C:\Apps\Xilinx\14.1\ISE_DS),,Xilinx Design Tools is a software suite for designing and verifying digital logic circuits.
4,Agilent IO Libraries Suite,Agilent Technologies,Agilent IO Libraries Suite is a software designed for instrument control and communication.
0,HP USB Disk Storage Format Tool,,HP USB Disk Storage Format Tool is a Windows-based utility for formatting and making bootable USB drives.
5,ScanWorks,ASSET InterTech Inc.,ScanWorks is an industrial control system (ICS) security assessment tool.
0,HTC Sync,HTC Corporation,HTC Sync is a software used to synchronize data between a HTC mobile device and a computer.
4,TTLEditor 1.4,LogMeTT.com,TTLEditor 1.4 is a software designed for editing and debugging of IEC 61131-3 programs.
3,E1968A GSM GPRS Mobile Test Application Upgrade,Agilent,E1968A GSM GPRS Mobile Test Application Upgrade is designed for testing mobile networks
2,Bootstrapper,"Minitab, Inc.",Bootstrapper is a software installation tool for Windows applications.
2,Cygwin,Agilent,Cygwin is a Unix-like environment and command-line interface for Microsoft Windows.
3,IBM Rational ClearCase,,IBM Rational ClearCase is a software configuration management tool for version control and change management
2,MATLAB Compiler Runtime 7.16,"The MathWorks, Inc.",MATLAB Compiler Runtime 7.16 is a software for running applications compiled with the MATLAB language
4,Tests Launcher,Keysight Technologies,Tests Launcher is a software designed for automating the testing of OT/ICS systems
3,FileNet IDM Viewer,FileNET Corporation,FileNet IDM Viewer is a software for managing and viewing documents in an enterprise environment
4,T2x Application,Agilent Technologies,T2x Application is a software designed for OT/ICS to monitor and control industrial processes.
0,D-Link DFE-520TX,D-Link,D-Link DFE-520TX is a Fast Ethernet desktop adapter designed for home and small business networking.
3,Cache Laptop Credentials Utility,Quest Software,Cache Laptop Credentials Utility is a software designed to securely store credentials for authentication purposes.
3,Xilinx Design Tools  Lab Tools - Standalone Installation 14.4 (C:\Xilinx\14.4\LabTools),"Xilinx, Inc.",Xilinx Design Tools Lab Tools is a software for designing and debugging FPGA and CPLD applications
3,Tera Term 4.74,,Tera Term 4.74 is a terminal emulator for connecting to remote computers
4,NI TestStand 2010 SP1 Sequence Editor,National Instruments,"NI TestStand 2010 SP1 Sequence Editor is a software for creating, debugging, and deploying automated test sequences."
4,BSE20Calibration,Accuver,BSE20Calibration (vendor Accuver) is a software designed for calibration of OT/ICS systems.
2,Check Point VPN,Check Point Software Technologies Ltd.,Check Point VPN is a security software for remote access and secure communication.
4,NI Controller Driver 1.0 64-bit,National Instruments,NI Controller Driver 1.0 64-bit is a software designed for controlling and monitoring industrial automation systems.
4,NI LabVIEW Runtime 2019 SP1 f3,National Instruments,NI LabVIEW Runtime 2019 SP1 f3 is a software designed for developing and running applications built with LabVIEW.
4,NI TDM Streaming 14.0 (64-bit),National Instruments,NI TDM Streaming 14.0 (64-bit) is a software for real-time streaming of data from ICS devices
5,NI Remote Provider for MAX 14.5.0,National Instruments,NI Remote Provider for MAX 14.5.0 is a software designed for remote access to OT/ICS systems
5,NI RTSI Cable Core Installer 14.1.0,National Instruments,NI RTSI Cable Core Installer 14.1.0 is designed for real-time synchronization of multiple devices in OT/ICS systems.
5,NI-VISA 14.0.1 64-bit Support,National Instruments,NI-VISA 14.0.1 64-bit Support is a software designed for OT/ICS to enable communication with instruments.
4,NI PXI Platform Services Configuration 14.0,National Instruments,NI PXI Platform Services Configuration 14.0 is a software for configuring and managing PXI systems for industrial control applications
5,NI Measurement Studio Common .NET Assemblies for .NET 4.0 and VS2010,National Instruments,"NI Measurement Studio Common .NET Assemblies for .NET 4.0 and VS2010 is designed for OT/ICS to provide data acquisition, instrument control, and analysis capabilities."
4,NI Update Service 2014,National Instruments,NI Update Service 2014 is a software designed for managing and updating National Instruments software and drivers.
5,NI USI 14.0.0,National Instruments,NI USI 14.0.0 is a software designed for OT/ICS to monitor and control industrial processes.
4,NI-DAQmx support for LabVIEW 14.1.0,National Instruments,"NI-DAQmx is a software designed for data acquisition, signal conditioning, and analysis for OT/ICS applications."
4,NI-DAQmx DAQ Assistant 3.0.0,National Instruments,NI-DAQmx DAQ Assistant 3.0.0 is a software for data acquisition and control systems.
4,NI-DAQmx ADE Support 14.2.0,National Instruments,NI-DAQmx ADE Support 14.2.0 is a software for data acquisition and control systems for OT/ICS
4,NI-DAQmx SCXI 2.2.0,National Instruments,NI-DAQmx SCXI 2.2.0 is a software designed for data acquisition and control of industrial automation systems.
5,NI System API Client for WIF 14.5.0,National Instruments,NI System API Client for WIF 14.5.0 is designed for OT/ICS to provide secure communication between devices and applications.
5,NI-RPC 4.4.0f0 for Phar Lap ETS,National Instruments,NI-RPC 4.4.0f0 is a software for remote procedure call (RPC) communication between HMI and SCADA systems.
4,NI System Monitor 3.2.3,National Instruments,NI System Monitor 3.2.3 is a software designed for monitoring and managing OT/ICS systems
5,NI System Web Server 13.0,National Instruments,NI System Web Server 13.0 is a software designed for OT/ICS to provide web-based access to remote devices.
4,NI Network Browser 5.5.0,National Instruments,"NI Network Browser 5.5.0 is a software for discovering, monitoring, and managing networked devices in OT/ICS environments"
4,NI Measurement & Automation Explorer 5.5.0,National Instruments,"NI Measurement & Automation Explorer 5.5.0 is a software for configuring, testing, and deploying measurement and automation systems."
5,IXXAT CANopen Master API 6.1,IXXAT Automation Germany,IXXAT CANopen Master API 6.1 is designed for OT/ICS to enable communication with CANopen devices.
5,NI Remote System Discovery Troubleshooting Wizard 18.5,National Instruments,NI Remote System Discovery Troubleshooting Wizard 18.5 is designed for troubleshooting and diagnosing OT/ICS systems.
4,NI Network Discovery 18.1,National Instruments,NI Network Discovery 18.1 is a software designed for discovering and monitoring OT/ICS networks
4,NI-APAL 18.5 Error Files,National Instruments,NI-APAL 18.5 Error Files is a software designed for monitoring and controlling industrial automation systems.
4,NI PXI Platform Services Runtime 18.5 64-bit,National Instruments,NI PXI Platform Services Runtime 18.5 64-bit is a software for developing and deploying applications for OT/ICS systems
4,NI-VISA PXI Passport 18.5.0,National Instruments,NI-VISA PXI Passport 18.5.0 is a software designed for controlling and monitoring industrial automation systems.
5,NI-VISA 18.5.0 Provider 64-bit Support,National Instruments,NI-VISA 18.5.0 Provider 64-bit Support is a software designed for communication with instruments and devices in OT/ICS systems.
5,Siemens Totally Integrated Automation Portal V15.1 - HM NoBasic Single SetupPackage  V15.1 UPD2,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 is an industrial control system software for automation and digitalization of production processes.
5,NI-VISA Documentation 18.5.0,National Instruments,NI-VISA Documentation 18.5.0 is a software designed for controlling and monitoring industrial automation systems.
5,PCAN OEM 64-Bit,PEAK-System Technik GmbH,PCAN OEM 64-Bit is a software designed for OT/ICS to enable communication between CAN bus and PC.
5,NI-488.2 18.5,National Instruments,NI-488.2 18.5 is a software designed for controlling GPIB instruments in OT/ICS applications.
5,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current All Single SetupPackage  V15.1 UPD2,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current All Single SetupPackage V15.1 UPD2 is a software designed for OT/ICS.
5,NI-PXIPF Error 18.5.0,National Instruments,NI-PXIPF Error 18.5.0 is a software designed for OT/ICS to monitor and control industrial processes.
4,NI PXI Platform Services Runtime 18.5,National Instruments,NI PXI Platform Services Runtime 18.5 is a software designed for OT/ICS to enable remote control and monitoring of industrial systems
4,Observer 5.1.16,IBASE TECHNOLOGY INC.,Observer 5.1.16 is a software designed for monitoring and managing OT/ICS systems
4,IXXAT FIBEX To INI 1.12.1307.0,HMS Industrial Networks,IXXAT FIBEX To INI 1.12.1307.0 is a software designed for converting FIBEX files to INI files for use in OT/ICS systems.
5,Vector Platform Manager,Vector Informatik GmbH,Vector Platform Manager is a software designed for OT/ICS to manage and configure ECUs (electronic control units).
5,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current All Single SetupPackage  V15.1 UPD4,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current All Single SetupPackage V15.1 UPD4 is a software designed for OT/ICS.
5,Siemens Totally Integrated Automation Portal V15.1 - SIMATIC S7-PLCSIM  V15.1 + SP0 + Upd1,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 is a software designed for OT/ICS to provide automation solutions for industrial processes.
4,NI PXI Platform Framework 2.1.0,National Instruments,NI PXI Platform Framework 2.1.0 is designed for developing and deploying industrial control systems.
5,NI MXS 14.0.0,National Instruments,NI MXS 14.0.0 is a software designed for OT/ICS to monitor and control industrial processes.
5,Siemens Totally Integrated Automation Portal V15.1 - SINAMICS-STARTDRIVE-COMMON-SAT  V15.1,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - SINAMICS-STARTDRIVE-COMMON-SAT  V15.1 is an industrial control system software for automation and digitalization of production processes.
